observation_id,food_name,ground_truth,predicted,h_mean,s_mean,v_mean,h_std,s_std,v_std,dark_ratio,texture_score,freshness_score,ambient_temp_c,humidity_pct,scan_date,location
667,tofu,moderate,fresh,4.22,81.99,171.08,10.72,22.41,24.91,0.0,0.373,80.7,5.7,92.2,2025-11-20,Hyderabad
668,strawberry,moderate,fresh,5.07,139.45,82.66,5.19,11.89,18.11,0.0867,0.416,80.4,3.5,76.6,2025-07-25,Hyderabad
669,olive_oil,fresh,fresh,26.09,162.67,180.45,5.19,17.05,20.6,0.0048,0.416,91.7,7.8,77.2,2025-01-13,Chennai
670,cheese,moderate,fresh,24.21,75.52,117.98,11.39,23.45,24.74,0.0,0.183,72.1,3.5,89.1,2025-11-04,Bangalore
671,potato,moderate,moderate,46.7,54.41,83.7,11.57,22.96,24.05,0.1008,0.131,64.1,3.9,87.2,2025-08-07,Hyderabad
672,peas,fresh,fresh,23.75,144.8,211.97,9.6,22.59,15.75,0.0037,0.708,93.1,2.2,77.7,2025-02-17,Mumbai
673,cauliflower,fresh,fresh,20.79,93.22,163.81,9.91,21.55,19.34,0.0121,0.582,84.4,6.3,68.9,2025-02-23,Hyderabad
674,cheese,fresh,fresh,29.82,136.22,184.1,9.53,15.15,20.9,0.0141,0.136,86.7,5.6,74.9,2025-11-05,Kolkata
675,watermelon,fresh,fresh,37.46,141.7,194.01,13.63,19.69,21.18,0.0,0.798,88.3,6.8,91.7,2025-07-02,Delhi
676,pear,fresh,fresh,24.1,153.63,189.21,8.39,16.94,20.62,0.0033,0.544,94.7,6.3,88.3,2025-02-04,Mumbai
677,lemon,fresh,fresh,41.7,158.97,199.24,7.53,22.25,20.84,0.0042,0.121,97.6,5.0,87.8,2025-07-01,Pune
678,butter,spoiled,moderate,10.49,39.78,50.17,8.73,15.57,20.89,0.2509,0.477,49.2,2.2,75.3,2025-12-14,Chennai
679,watermelon,fresh,fresh,20.49,171.08,191.44,6.59,15.39,19.57,0.0066,0.527,96.1,5.0,68.5,2025-03-04,Chennai
680,peach,fresh,fresh,26.43,152.26,172.74,3.99,18.83,19.08,0.0,0.694,82.5,5.3,79.5,2025-08-03,Kolkata
681,pasta,fresh,fresh,35.07,136.04,213.57,4.18,23.93,19.33,0.0024,0.309,88.4,2.9,64.7,2025-12-13,Chennai
682,garlic,fresh,fresh,36.88,151.6,202.79,7.23,16.7,24.26,0.0,0.699,94.4,5.5,60.3,2025-03-11,Mumbai
683,milk,moderate,fresh,14.32,21.77,218.52,3.94,9.79,13.23,0.0,0.531,78.4,2.6,73.6,2025-11-21,Hyderabad
684,watermelon,fresh,fresh,28.94,151.45,150.0,6.44,24.05,22.66,0.0004,0.875,79.7,2.4,78.0,2025-02-19,Mumbai
685,tomato,moderate,fresh,7.75,134.86,124.12,6.71,19.4,20.7,0.005,0.944,81.3,7.0,74.2,2025-07-02,Kolkata
686,cucumber,moderate,fresh,36.46,70.57,168.97,6.94,29.89,23.88,0.0069,0.938,74.8,4.3,81.2,2025-04-24,Mumbai
687,milk,moderate,fresh,13.54,4.88,193.18,3.92,6.18,14.59,0.0155,0.681,85.1,6.5,65.5,2025-10-17,Delhi
688,cheese,moderate,fresh,34.58,95.19,137.69,7.81,22.36,30.4,0.0,0.16,80.3,2.5,91.2,2025-03-25,Pune
689,strawberry,fresh,fresh,0.53,234.84,155.14,2.0,18.21,23.82,0.0,0.826,89.3,7.5,70.6,2025-09-20,Delhi
690,lettuce,spoiled,moderate,18.89,29.18,68.88,10.68,17.67,20.01,0.1551,0.782,59.2,7.0,80.6,2025-09-22,Hyderabad
691,salmon,moderate,fresh,31.19,130.96,139.53,10.62,20.44,17.11,0.0,0.182,84.8,4.9,72.0,2025-09-20,Pune
692,watermelon,fresh,fresh,33.11,148.1,169.7,8.49,19.82,23.38,0.0,0.36,83.3,5.1,71.0,2025-06-08,Hyderabad
693,cherry,fresh,fresh,30.69,135.06,199.8,7.57,21.58,18.57,0.013,0.566,85.5,4.5,69.2,2025-07-22,Pune
694,cherry,moderate,fresh,18.5,92.1,130.32,10.96,24.19,19.49,0.0,0.793,86.9,3.8,84.0,2025-06-23,Hyderabad
695,egg,fresh,fresh,26.54,165.88,174.05,7.51,22.96,17.86,0.0033,0.256,93.2,6.3,90.7,2025-11-08,Mumbai
696,salmon,moderate,fresh,9.57,85.98,117.9,8.07,24.47,26.47,0.0,0.683,84.6,5.0,68.6,2025-08-23,Delhi
697,chicken,fresh,fresh,29.93,156.14,216.27,7.31,20.84,18.47,0.0,0.165,88.6,2.7,73.2,2025-09-13,Chennai
698,watermelon,fresh,fresh,23.23,138.3,170.42,8.72,27.05,17.85,0.0171,0.509,93.4,7.9,80.4,2025-05-17,Hyderabad
699,peas,fresh,fresh,26.67,148.74,187.92,8.53,23.85,12.72,0.0,0.984,81.3,5.6,76.7,2025-07-11,Chennai
700,lemon,fresh,fresh,10.9,140.08,201.95,4.87,10.98,21.71,0.0121,0.149,86.9,7.1,69.7,2025-09-18,Delhi
701,lemon,moderate,fresh,27.44,62.74,105.36,8.06,25.33,23.12,0.0075,0.284,83.8,7.3,79.8,2025-01-04,Delhi
702,tuna,moderate,fresh,29.94,18.63,108.58,7.75,24.23,23.39,0.0,0.298,71.2,5.6,86.3,2025-09-12,Kolkata
703,tomato,fresh,fresh,4.6,172.11,180.68,3.12,20.57,13.55,0.0,0.298,90.2,6.8,88.9,2025-04-18,Hyderabad
704,banana,spoiled,moderate,17.27,12.94,32.16,8.69,14.98,23.54,0.3488,0.981,34.6,3.6,77.0,2025-02-08,Kolkata
705,peas,fresh,fresh,19.01,160.4,217.38,8.84,20.83,20.03,0.0,0.256,90.8,3.3,63.8,2025-04-22,Delhi
706,mushroom,moderate,fresh,9.29,123.89,114.73,11.01,20.31,21.46,0.0,0.292,82.9,2.6,62.9,2025-12-15,Bangalore
707,blueberry,moderate,fresh,39.35,81.32,166.33,9.84,19.47,27.68,0.0046,0.442,81.0,5.2,69.5,2025-11-16,Bangalore
708,butter,fresh,fresh,25.28,163.97,180.5,4.91,20.49,26.59,0.0003,0.449,81.1,4.7,67.2,2025-03-23,Chennai
709,salmon,moderate,fresh,29.93,88.56,156.88,10.42,25.63,21.73,0.0,0.464,85.4,3.3,72.4,2025-05-08,Pune
710,spinach,spoiled,moderate,22.34,50.53,53.28,12.85,14.72,17.34,0.2487,0.965,51.5,6.1,79.7,2025-11-23,Chennai
711,zucchini,moderate,fresh,34.98,82.83,148.99,9.42,24.82,26.48,0.0029,0.424,73.9,2.1,75.3,2025-08-14,Chennai
712,mushroom,fresh,fresh,32.33,110.09,157.58,9.86,19.6,18.43,0.0,0.997,79.5,4.9,65.9,2025-10-21,Hyderabad
713,salmon,fresh,fresh,19.13,128.41,139.56,7.8,18.2,17.1,0.0,0.443,78.6,2.3,68.0,2025-12-06,Chennai
714,tuna,moderate,fresh,24.32,99.1,182.33,6.98,28.48,27.92,0.0,0.939,77.9,4.7,70.3,2025-07-09,Kolkata
715,pear,fresh,fresh,23.77,154.06,170.85,8.37,24.53,21.82,0.0008,0.309,84.4,2.6,61.8,2025-11-26,Kolkata
716,almond,fresh,fresh,34.07,141.39,150.32,7.58,23.62,15.42,0.0177,0.905,85.9,3.4,88.3,2025-04-20,Pune
717,watermelon,fresh,fresh,21.56,152.53,160.31,6.41,18.73,15.9,0.0127,0.261,80.2,2.7,76.2,2025-06-24,Mumbai
718,blueberry,fresh,fresh,22.21,164.07,153.85,4.8,18.11,22.2,0.0115,0.393,81.7,3.0,69.5,2025-01-17,Hyderabad
719,grape,fresh,fresh,28.42,140.71,180.89,4.51,21.48,21.15,0.0,0.862,82.1,3.5,81.3,2025-06-19,Kolkata
720,broccoli,fresh,fresh,51.73,135.09,83.09,10.26,15.46,13.99,0.093,0.742,72.0,3.0,81.2,2025-01-03,Bangalore
721,lemon,fresh,fresh,29.84,147.85,204.41,5.85,17.71,23.11,0.012,0.71,89.1,4.4,79.0,2025-07-17,Bangalore
722,rice,spoiled,fresh,14.04,48.51,103.99,9.2,17.04,16.54,0.0042,0.747,73.7,6.5,86.3,2025-09-14,Mumbai
723,yogurt,spoiled,moderate,27.55,37.99,79.46,8.71,10.02,21.51,0.0842,0.166,59.3,8.0,89.5,2025-02-20,Bangalore
724,potato,fresh,fresh,13.49,143.65,198.82,8.38,25.85,23.08,0.0,0.279,87.0,2.1,75.2,2025-11-25,Mumbai
725,zucchini,spoiled,moderate,13.46,35.41,69.05,6.84,12.18,18.32,0.1647,0.684,64.8,3.8,68.6,2025-01-08,Bangalore
726,carrot,fresh,fresh,5.89,190.71,196.26,0.35,16.21,17.15,0.0,0.894,91.1,4.8,74.6,2025-01-08,Mumbai
727,bread,spoiled,moderate,22.27,30.14,81.83,11.36,15.92,17.53,0.073,0.519,62.6,4.3,82.9,2025-07-03,Hyderabad
728,spinach,fresh,fresh,32.21,173.91,168.07,12.2,18.42,20.1,0.0,0.941,88.6,7.2,76.8,2025-06-11,Mumbai
729,lettuce,spoiled,moderate,13.28,38.35,35.16,8.91,11.72,20.41,0.3439,0.231,38.7,6.3,69.4,2025-01-17,Mumbai
730,bread,fresh,fresh,37.96,162.92,132.57,12.08,20.89,17.67,0.0,0.819,77.4,4.8,81.8,2025-05-12,Chennai
731,butter,moderate,fresh,26.57,94.4,113.33,10.4,23.18,23.79,0.0103,0.49,85.6,5.1,83.3,2025-09-24,Pune
732,chicken,fresh,fresh,24.51,121.35,182.92,9.17,21.54,22.46,0.0,0.842,94.5,4.0,85.0,2025-12-24,Pune
733,broccoli,fresh,fresh,57.59,112.01,112.59,5.28,12.3,12.11,0.0,0.655,84.6,3.7,67.7,2025-01-10,Chennai
734,lemon,fresh,fresh,38.64,168.86,189.75,10.14,17.36,21.05,0.0,0.843,90.9,2.9,79.1,2025-05-07,Chennai
735,watermelon,fresh,fresh,29.0,166.94,177.7,7.23,21.62,22.63,0.0091,0.808,81.4,3.3,92.0,2025-03-22,Bangalore
736,pineapple,fresh,fresh,24.65,148.78,158.83,3.0,20.6,21.83,0.016,0.655,85.6,7.9,89.8,2025-05-19,Hyderabad
737,egg,spoiled,moderate,22.62,5.76,62.98,5.56,19.11,16.74,0.1783,0.698,60.5,5.2,83.4,2025-12-19,Hyderabad
738,oats,fresh,fresh,40.04,168.92,161.99,5.73,21.05,17.47,0.0159,0.304,89.1,2.1,76.9,2025-06-17,Delhi
739,cheese,spoiled,moderate,21.02,27.76,34.38,5.54,15.68,18.32,0.3102,0.633,50.9,6.8,69.0,2025-03-18,Mumbai
740,avocado,spoiled,fresh,14.47,45.44,93.47,9.45,13.98,21.5,0.0489,0.933,68.4,6.2,77.7,2025-07-24,Bangalore
741,peas,moderate,fresh,11.43,95.58,143.8,11.36,19.19,22.72,0.0,0.661,78.7,7.7,83.2,2025-06-02,Bangalore
742,corn,moderate,fresh,16.22,92.5,142.02,12.99,23.52,23.51,0.0,0.128,76.0,7.6,64.1,2025-04-16,Bangalore
743,corn,moderate,fresh,36.5,97.41,161.69,10.58,21.53,21.0,0.014,0.358,81.9,5.7,65.8,2025-03-20,Delhi
744,beef,fresh,fresh,17.59,163.24,203.77,11.7,22.53,23.49,0.0,0.817,83.9,2.1,78.9,2025-08-03,Kolkata
745,tofu,moderate,fresh,19.2,61.09,151.25,10.84,25.32,26.16,0.0,0.26,88.3,2.8,94.4,2025-06-22,Pune
746,tofu,fresh,fresh,32.59,175.68,205.9,9.09,22.54,21.54,0.0,0.904,92.6,4.0,61.4,2025-10-03,Chennai
747,tuna,fresh,fresh,26.31,165.13,152.11,10.11,16.42,20.86,0.0116,0.907,93.4,6.9,77.2,2025-05-19,Delhi
748,tuna,moderate,fresh,16.55,103.83,129.15,6.81,26.26,23.27,0.0045,0.225,74.4,4.8,89.8,2025-03-21,Kolkata
749,tofu,fresh,fresh,37.05,150.03,187.91,6.08,18.23,18.62,0.0,0.355,88.5,4.4,71.9,2025-03-23,Bangalore
750,zucchini,fresh,fresh,36.85,183.55,163.9,10.15,13.49,16.42,0.0,0.735,88.8,4.4,88.2,2025-04-26,Kolkata
751,lettuce,moderate,fresh,15.41,56.19,90.41,10.83,24.36,26.14,0.0464,0.733,66.9,2.2,62.1,2025-02-05,Chennai
752,zucchini,fresh,fresh,35.52,155.31,193.16,7.86,16.44,23.17,0.0,0.399,92.8,3.9,68.4,2025-08-14,Bangalore
753,pineapple,spoiled,moderate,14.11,20.97,66.44,8.17,13.75,21.03,0.1747,0.756,60.7,3.8,84.8,2025-08-21,Chennai
754,garlic,fresh,fresh,32.79,132.04,170.25,10.15,21.49,26.23,0.0,0.128,81.2,7.1,68.8,2025-03-27,Bangalore
755,cauliflower,moderate,fresh,36.8,118.61,95.3,11.53,24.84,23.35,0.0318,0.391,75.9,2.8,71.4,2025-12-14,Pune
756,cucumber,spoiled,fresh,21.68,49.18,80.02,8.24,17.23,18.09,0.1146,0.266,70.2,7.2,65.7,2025-05-14,Chennai
757,cheese,spoiled,moderate,22.17,30.45,65.62,11.53,11.88,25.84,0.1536,0.226,55.5,5.1,77.3,2025-05-07,Pune
758,pear,fresh,fresh,15.43,138.05,187.4,9.17,19.7,19.83,0.0053,0.74,92.2,6.8,73.1,2025-01-04,Bangalore
759,olive_oil,moderate,fresh,29.11,84.22,164.83,11.68,27.62,22.1,0.0,0.399,82.9,6.0,85.8,2025-09-09,Hyderabad
760,corn,spoiled,moderate,19.21,30.49,49.89,10.72,13.39,21.97,0.2551,0.651,58.6,4.6,93.2,2025-01-15,Pune
761,beef,fresh,fresh,21.44,184.38,162.07,8.44,22.38,18.29,0.0102,0.14,89.2,4.0,74.3,2025-11-26,Chennai
762,milk,moderate,fresh,20.11,10.17,221.78,6.03,6.21,14.1,0.0,0.896,81.7,5.4,92.3,2025-10-08,Bangalore
763,carrot,fresh,fresh,14.43,181.23,188.76,2.56,11.47,20.46,0.0,0.307,92.9,7.4,68.9,2025-05-01,Hyderabad
764,avocado,fresh,fresh,25.47,166.63,184.19,6.03,19.98,22.35,0.0,0.457,96.5,4.6,93.6,2025-05-18,Kolkata
765,cream,spoiled,moderate,18.12,52.9,90.43,11.84,13.62,16.76,0.0626,0.759,63.6,6.6,87.6,2025-10-22,Chennai
766,cheese,spoiled,moderate,13.86,37.94,80.92,5.66,14.98,20.47,0.1019,0.359,61.4,2.7,68.2,2025-07-18,Pune
767,bell_pepper,fresh,fresh,27.78,175.83,188.44,10.62,19.35,22.81,0.0,0.487,92.6,4.0,68.6,2025-08-01,Chennai
768,lemon,spoiled,moderate,36.35,54.68,48.16,9.49,13.96,21.47,0.246,0.363,55.0,3.5,65.7,2025-07-07,Pune
769,peach,fresh,fresh,35.49,133.22,181.36,3.96,24.33,18.46,0.0,0.998,91.3,6.1,82.4,2025-02-05,Kolkata
770,pineapple,spoiled,moderate,20.56,30.36,92.92,4.32,14.95,19.68,0.025,0.801,63.3,6.8,93.1,2025-03-04,Kolkata
771,zucchini,fresh,fresh,26.37,184.52,162.25,9.54,21.07,23.78,0.0134,0.581,88.6,5.1,76.8,2025-10-09,Kolkata
772,orange,fresh,fresh,24.66,135.34,201.92,8.85,15.37,18.38,0.0,0.826,82.3,5.3,68.8,2025-01-20,Kolkata
773,olive_oil,fresh,fresh,33.09,166.76,166.42,2.17,21.57,16.34,0.0,0.244,80.9,6.9,78.7,2025-08-25,Pune
774,onion,fresh,fresh,13.86,93.35,196.28,8.26,19.32,24.17,0.0117,0.489,91.5,6.8,87.2,2025-07-07,Mumbai
775,cherry,moderate,fresh,31.37,130.41,95.18,9.93,20.15,24.31,0.0275,0.728,77.9,7.9,86.1,2025-11-25,Bangalore
776,egg,moderate,fresh,22.51,105.67,131.14,11.25,27.11,31.46,0.0057,0.279,79.7,2.3,75.9,2025-01-19,Delhi
777,banana,spoiled,fresh,12.79,25.88,84.92,5.4,19.45,19.15,0.0813,0.474,74.1,7.0,93.9,2025-08-03,Mumbai
778,mango,moderate,fresh,19.34,78.22,147.96,9.68,23.07,30.0,0.0,0.222,82.2,5.0,94.9,2025-12-25,Delhi
779,pineapple,moderate,fresh,16.44,90.89,146.31,6.74,26.44,21.83,0.0134,0.385,74.3,3.9,88.8,2025-05-02,Kolkata
780,mango,fresh,fresh,36.58,130.75,193.86,10.21,22.58,20.75,0.0186,0.223,84.7,3.5,73.3,2025-03-09,Delhi
781,peas,spoiled,fresh,17.69,26.35,99.42,8.6,11.89,22.0,0.0,0.548,81.7,6.4,74.2,2025-01-10,Delhi
782,pear,moderate,fresh,17.04,66.25,93.91,9.03,24.75,25.73,0.0477,0.643,79.7,7.1,72.7,2025-02-09,Kolkata
783,bell_pepper,fresh,fresh,37.61,160.54,176.18,7.6,21.53,23.82,0.0031,0.624,82.2,2.5,61.7,2025-05-27,Kolkata
784,egg,moderate,fresh,26.26,78.27,105.18,7.11,27.0,26.73,0.0,0.742,84.5,7.6,90.5,2025-09-10,Hyderabad
785,pasta,fresh,fresh,34.62,147.43,208.14,7.03,22.87,19.88,0.0101,0.137,96.3,7.5,74.7,2025-11-11,Delhi
786,almond,fresh,fresh,25.13,161.85,188.19,8.71,20.24,19.89,0.018,0.629,82.4,2.6,76.7,2025-08-26,Delhi
787,corn,fresh,fresh,49.11,173.69,194.46,8.22,23.02,21.55,0.0036,0.605,86.7,6.8,62.9,2025-03-06,Pune
788,chicken,moderate,fresh,25.26,82.41,127.98,3.66,25.63,23.53,0.0125,0.523,73.5,6.4,64.4,2025-12-27,Kolkata
789,oats,fresh,fresh,42.74,150.39,156.22,7.9,16.86,21.42,0.0,0.571,93.9,3.6,87.8,2025-04-16,Hyderabad
790,tomato,fresh,fresh,3.58,214.37,168.14,2.07,10.9,17.1,0.0067,0.273,86.2,5.2,72.0,2025-07-19,Bangalore
791,beef,fresh,fresh,34.15,159.92,180.03,8.83,24.81,19.14,0.0142,0.212,84.5,4.5,82.7,2025-08-01,Chennai
792,corn,moderate,fresh,26.39,62.85,108.29,10.2,28.31,24.23,0.0077,0.619,81.1,6.9,80.3,2025-11-08,Mumbai
793,lentils,fresh,fresh,28.11,141.86,169.3,8.59,15.51,23.84,0.0098,0.758,94.6,6.1,64.7,2025-04-09,Chennai
794,chicken,fresh,fresh,24.68,164.44,154.6,9.34,22.02,21.15,0.0,0.727,82.2,4.5,71.9,2025-08-05,Mumbai
795,chickpeas,moderate,fresh,15.06,96.24,100.42,9.49,28.09,27.39,0.0,0.98,72.5,4.3,78.2,2025-05-15,Pune
796,cherry,spoiled,moderate,20.15,20.38,82.91,10.04,8.04,22.35,0.081,0.269,60.2,6.0,93.1,2025-04-16,Bangalore
797,broccoli,fresh,fresh,54.81,138.04,83.57,1.65,15.84,15.87,0.0795,0.243,69.1,6.7,89.2,2025-12-15,Hyderabad
798,spinach,fresh,fresh,16.47,130.43,235.1,7.39,22.19,18.05,0.0,0.355,84.9,3.1,86.9,2025-08-26,Kolkata
799,butter,fresh,fresh,13.28,146.59,174.69,7.2,19.66,20.79,0.0,0.302,86.6,3.2,90.2,2025-08-13,Delhi
800,peach,fresh,fresh,28.8,124.72,189.72,4.1,13.85,22.22,0.0,0.803,86.2,5.9,73.5,2025-09-17,Pune
801,blueberry,fresh,fresh,34.06,148.85,152.09,6.58,19.21,15.21,0.0009,0.721,89.2,3.6,83.0,2025-05-24,Bangalore
802,banana,fresh,fresh,27.04,219.78,234.27,3.16,17.27,4.26,0.0,0.909,100.0,3.5,68.6,2025-11-18,Kolkata
803,tuna,moderate,fresh,31.59,69.9,137.68,9.5,28.96,22.38,0.0169,0.665,86.7,7.9,60.1,2025-01-11,Kolkata
804,tofu,moderate,fresh,31.28,83.01,126.04,9.63,22.46,24.96,0.0,0.533,78.5,3.1,85.6,2025-12-25,Bangalore
805,carrot,moderate,fresh,19.69,114.82,141.69,6.6,22.77,16.85,0.0,0.462,79.2,7.1,81.1,2025-10-12,Chennai
806,potato,fresh,fresh,36.95,126.27,191.76,9.24,14.27,20.28,0.0,0.141,82.6,4.0,76.5,2025-04-18,Delhi
807,cheese,fresh,fresh,26.25,134.82,207.02,6.69,17.58,20.23,0.0,0.169,96.5,5.4,64.8,2025-07-28,Chennai
808,kiwi,fresh,fresh,35.48,147.17,203.33,9.06,13.47,18.41,0.0095,0.192,90.2,7.9,79.2,2025-12-05,Mumbai
809,almond,fresh,fresh,25.51,159.59,127.5,13.1,21.59,20.45,0.0,0.111,82.3,5.5,64.2,2025-05-21,Hyderabad
810,zucchini,spoiled,moderate,31.82,70.15,87.41,11.9,15.39,19.58,0.0799,0.651,64.4,2.6,68.8,2025-10-18,Pune
811,bread,spoiled,moderate,15.24,22.61,56.26,7.3,14.77,14.95,0.2177,0.349,49.1,3.0,86.5,2025-12-01,Kolkata
812,cheese,moderate,fresh,26.91,89.09,133.67,8.96,34.23,29.08,0.0,0.398,76.2,2.5,80.4,2025-10-09,Chennai
813,mushroom,moderate,fresh,12.55,95.82,114.8,7.97,20.98,26.3,0.0101,0.601,86.6,3.0,85.9,2025-11-19,Chennai
814,pasta,fresh,fresh,24.55,169.36,199.88,10.75,17.44,21.43,0.0,0.764,85.4,6.4,66.9,2025-04-07,Mumbai
815,spinach,fresh,fresh,35.06,140.52,164.56,11.22,20.68,21.91,0.0,0.221,88.8,2.7,91.9,2025-04-12,Pune
816,walnut,spoiled,moderate,11.78,16.71,58.61,9.75,11.81,19.97,0.2144,0.239,50.8,2.4,91.5,2025-08-13,Chennai
817,peach,fresh,fresh,16.49,127.6,193.42,9.21,18.82,16.95,0.0074,0.904,88.2,2.7,86.8,2025-04-03,Mumbai
818,peas,fresh,fresh,21.78,142.53,192.89,9.86,18.51,16.54,0.0125,0.34,84.2,5.1,79.4,2025-11-17,Hyderabad
819,beef,spoiled,moderate,22.68,22.65,59.63,12.65,17.48,20.47,0.1881,0.997,61.0,5.2,79.9,2025-08-14,Mumbai
820,tuna,moderate,fresh,12.28,95.28,156.57,9.25,29.05,28.88,0.0,0.646,82.0,7.6,87.9,2025-01-07,Bangalore
821,spinach,fresh,fresh,43.31,156.1,191.75,10.83,21.34,18.5,0.0171,0.887,89.8,2.7,84.3,2025-01-08,Pune
822,tofu,fresh,fresh,26.41,154.77,154.19,7.71,23.29,13.43,0.0024,0.455,91.9,5.9,84.9,2025-03-02,Hyderabad
823,pear,fresh,fresh,42.28,172.45,170.8,9.09,20.01,23.69,0.0,0.917,84.2,5.1,81.2,2025-02-08,Hyderabad
824,egg,fresh,fresh,37.86,122.0,191.75,7.59,20.25,17.82,0.0,0.335,87.6,5.3,89.0,2025-01-14,Bangalore
825,kiwi,fresh,fresh,43.99,170.8,165.2,5.33,18.84,21.3,0.008,0.18,92.6,2.9,75.5,2025-07-24,Pune
826,cream,fresh,fresh,31.92,175.06,195.8,9.94,20.98,15.83,0.0,0.713,94.8,8.0,71.8,2025-01-25,Chennai
827,olive_oil,fresh,fresh,28.43,171.2,178.97,9.01,19.04,16.91,0.0,0.829,91.7,2.2,71.3,2025-12-26,Pune
828,beef,fresh,fresh,29.01,156.18,166.89,7.53,17.18,23.36,0.0,0.825,90.3,4.6,91.3,2025-11-12,Chennai
829,bread,moderate,fresh,22.06,126.32,168.22,9.84,21.97,18.74,0.0088,0.99,87.3,3.9,83.5,2025-09-21,Delhi
830,walnut,fresh,fresh,18.22,122.52,207.57,8.23,21.17,13.34,0.0018,0.233,83.0,6.0,78.9,2025-05-16,Hyderabad
831,olive_oil,fresh,fresh,20.42,167.74,185.74,7.71,21.69,24.91,0.0105,0.551,84.2,6.7,71.0,2025-08-02,Hyderabad
832,mushroom,fresh,fresh,28.23,151.39,183.85,12.78,13.7,22.05,0.0,0.696,81.0,7.3,73.2,2025-11-11,Chennai
833,garlic,moderate,fresh,23.85,104.17,113.57,9.9,27.13,34.34,0.0,0.44,76.4,2.7,74.5,2025-05-17,Mumbai
834,cucumber,fresh,fresh,36.46,133.04,171.52,7.09,14.61,19.01,0.0,0.253,79.1,5.5,85.5,2025-09-23,Chennai
835,bread,fresh,fresh,35.86,124.52,200.97,8.98,17.8,19.58,0.0,0.642,86.6,5.7,76.1,2025-06-26,Chennai
836,olive_oil,moderate,fresh,40.98,108.34,130.22,9.52,25.23,23.46,0.0175,0.932,83.8,3.1,62.3,2025-05-26,Chennai
837,pineapple,spoiled,moderate,0.0,65.63,73.11,10.8,14.83,17.79,0.1356,0.901,59.9,7.5,85.8,2025-05-21,Pune
838,carrot,spoiled,fresh,23.7,21.01,125.54,4.53,11.9,18.68,0.0019,0.526,78.4,7.3,68.7,2025-04-13,Pune
839,walnut,fresh,fresh,40.3,150.29,155.28,10.51,22.19,21.62,0.0,0.318,88.4,6.0,65.0,2025-07-20,Pune
840,spinach,moderate,fresh,32.16,149.86,184.63,8.63,29.87,26.15,0.0058,0.7,88.6,3.8,70.4,2025-01-08,Bangalore
841,walnut,moderate,fresh,29.99,47.69,125.74,8.37,27.48,28.21,0.009,0.575,75.6,3.3,70.8,2025-05-03,Bangalore
842,strawberry,moderate,fresh,0.0,129.56,132.44,3.63,22.19,21.05,0.0193,0.451,79.7,4.1,86.3,2025-05-28,Kolkata
843,strawberry,fresh,fresh,2.68,205.93,135.67,0.24,17.13,20.06,0.0088,0.432,92.4,5.3,66.5,2025-04-28,Pune
844,banana,moderate,fresh,24.17,121.52,163.9,8.09,18.99,15.98,0.0,0.813,84.5,7.2,78.0,2025-09-17,Chennai
845,olive_oil,fresh,fresh,35.95,145.9,180.63,11.22,19.94,20.87,0.0,0.728,81.5,5.1,89.1,2025-05-11,Pune
846,lemon,fresh,fresh,20.57,145.61,192.19,4.89,20.6,20.3,0.0,0.719,93.9,2.2,84.0,2025-01-28,Delhi
847,tomato,fresh,fresh,3.08,215.56,185.02,4.96,12.02,15.41,0.0188,0.842,87.6,3.2,78.4,2025-10-11,Pune
848,pineapple,fresh,fresh,30.68,128.61,199.13,12.65,19.95,21.52,0.0,0.192,83.7,2.6,81.0,2025-09-15,Pune
849,pineapple,fresh,fresh,30.68,135.73,143.58,6.59,15.82,25.11,0.0,0.634,85.9,5.8,66.9,2025-04-05,Bangalore
850,rice,fresh,fresh,29.08,143.08,197.78,5.76,17.7,20.2,0.0153,0.869,84.5,6.3,93.5,2025-10-25,Hyderabad
851,cheese,moderate,fresh,35.29,102.54,136.21,10.16,26.2,25.6,0.0,0.516,79.0,5.0,74.3,2025-09-24,Kolkata
852,butter,spoiled,moderate,9.7,35.69,48.53,10.16,13.56,27.62,0.2448,0.838,42.5,8.0,61.0,2025-02-11,Kolkata
853,peas,fresh,fresh,29.68,121.92,177.32,9.04,25.02,18.23,0.0039,0.932,80.1,3.5,73.2,2025-08-21,Pune
854,cheese,fresh,fresh,17.34,166.34,152.39,7.13,19.23,19.79,0.0192,0.208,83.3,6.3,74.5,2025-01-20,Pune
855,kiwi,fresh,fresh,35.51,136.33,174.53,7.97,20.45,20.29,0.0,0.897,88.5,2.5,81.1,2025-02-28,Hyderabad
856,bread,moderate,fresh,29.36,111.1,139.82,10.91,20.25,25.15,0.0016,0.303,79.1,4.4,76.7,2025-01-19,Mumbai
857,walnut,spoiled,moderate,24.8,45.93,56.15,8.68,13.28,21.61,0.2318,0.242,49.7,3.3,81.1,2025-03-03,Mumbai
858,zucchini,fresh,fresh,38.27,141.85,198.16,8.25,19.63,19.37,0.0,0.33,86.3,2.2,86.1,2025-12-10,Mumbai
859,butter,fresh,fresh,35.97,156.51,225.52,6.3,21.55,18.41,0.0,0.43,98.9,2.1,87.7,2025-04-16,Bangalore
860,mushroom,fresh,fresh,23.05,149.78,182.75,13.84,19.45,16.61,0.0,0.724,92.8,2.7,64.5,2025-01-02,Mumbai
861,grape,fresh,fresh,32.18,108.51,178.16,8.03,22.38,22.92,0.0,0.896,80.6,2.5,90.5,2025-01-13,Mumbai
